"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:55,FALSE,NA,"799692632255504385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","usamarwoods",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:55,FALSE,NA,"799692631991259136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tlyles77txgal",5728,TRUE,FALSE,NA,NA
"in which gay-Jew-liberal Barney Frank says take a chill pill (sorta) abt @realDonaldTrump — new Unorthodox podcast https://t.co/iDTo9544Nl",FALSE,0,NA,2016-11-18 19:15:54,FALSE,NA,"799692627654361088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","markopp1",0,FALSE,FALSE,NA,NA
"RT @sorryimalex: @realDonaldTrump can you build a wall to separate me from these annoyin bitches",FALSE,0,NA,2016-11-18 19:15:52,FALSE,NA,"799692616984068096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","asitispenis",43,TRUE,FALSE,NA,NA
"Some of our heroes are actually on stamps now! #WeWontGoBack #fightthepower @realDonaldTrump @NAACP @UNCF @HBCUBuzz https://t.co/W9TEUn6kQ2",FALSE,0,NA,2016-11-18 19:15:50,FALSE,NA,"799692611422298114",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CapnCrunch83",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:49,FALSE,NA,"799692607886655488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","metalrockerlion",42571,TRUE,FALSE,NA,NA
"RT @seanhannity: Congratulations @realDonaldTrump the next POTUS. Also congrats to every American who refused to be influenced by an abusiv…",FALSE,0,NA,2016-11-18 19:15:49,FALSE,NA,"799692607634817024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SelfGriswold",22021,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:49,FALSE,NA,"799692605449613312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LatinQuarters17",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: My transition team, which is working long hours and doing a fantastic job, will be seeing many great candidates today.…",FALSE,0,NA,2016-11-18 19:15:47,FALSE,NA,"799692597681917953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","leopardtwo",20265,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:47,FALSE,NA,"799692595765084160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mikeypat13",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: It's freezing outside, where the hell is ""global warming""??",FALSE,0,NA,2016-11-18 19:15:46,FALSE,NA,"799692594905108480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GayGayDLC92",11474,TRUE,FALSE,NA,NA
"RT @RogerJStoneJr: A soldier in the @realDonaldTrump Revolution reaches out @infowars @RealAlexJones https://t.co/ECwWjl0xJ9",FALSE,0,NA,2016-11-18 19:15:44,FALSE,NA,"799692583316299776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","judith90293",31,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:43,FALSE,NA,"799692581122797569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meganwiley204",5728,TRUE,FALSE,NA,NA
"RT @LouDobbs: Tonight's #QuoteoftheDay by @realDonaldTrump! #FoxLDT https://t.co/sJNa4m1LvI",FALSE,0,NA,2016-11-18 19:15:42,FALSE,NA,"799692577398226949",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alaskanpolarcat",2261,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:42,FALSE,NA,"799692575158349824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","agavalis",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:41,FALSE,NA,"799692571131908096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AustinMcCloud2",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:40,FALSE,NA,"799692566899949568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PDiddyWhity",5728,TRUE,FALSE,NA,NA
"@ntvnyr173 @realDonaldTrump in the George W. Bush Administration. Bolton's credentials are impeccable, while Romney is a economics expert.",FALSE,1,"ntvnyr173",2016-11-18 19:15:40,FALSE,NA,"799692566232846336","2571168301","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WaydeDe",1,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:38,FALSE,NA,"799692561782870016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BushwayJoseph",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:37,FALSE,NA,"799692557466931200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thejoelerario",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:37,FALSE,NA,"799692556581949440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LenaLenzo1",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: It's freezing outside, where the hell is ""global warming""??",FALSE,0,NA,2016-11-18 19:15:35,FALSE,NA,"799692549174730752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cyrusonthebrain",11474,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:33,FALSE,NA,"799692538273595392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tweetypielori",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:32,FALSE,NA,"799692536608595968",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Shelia_Kay",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:32,FALSE,NA,"799692533748158464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Julskihl",42571,TRUE,FALSE,NA,NA
"RT @Reince: Very proud to help elect @realDonaldTrump and @mike_pence! https://t.co/BRQ17bwNcE",FALSE,0,NA,2016-11-18 19:15:31,FALSE,NA,"799692531483181056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MomentMae",2693,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:31,FALSE,NA,"799692529448779777",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","denisenyrn",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:15:31,FALSE,NA,"799692529184677889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mycah_E",24202,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:15:29,FALSE,NA,"799692521974677508",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wasserman23",24202,TRUE,FALSE,NA,NA
"@DJdunestar @kanyewest @realDonaldTrump You speak so much truth.",FALSE,1,"DJdunestar",2016-11-18 19:15:27,FALSE,"799692002983964672","799692514315800576","245840318","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HannahAbrams1",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:27,FALSE,NA,"799692511669321728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realIgorTot",42571,TRUE,FALSE,NA,NA
"RT @LindsayFrance: Transparency questioned as man goes to family steak dinner. Media angered.@realDonaldTrump  https://t.co/a2lKxjWPIC  Tho…",FALSE,0,NA,2016-11-18 19:15:25,FALSE,NA,"799692507059814400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","radren76",3,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:25,FALSE,NA,"799692506715869188",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DJWebb1000",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:20,FALSE,NA,"799692485517840386",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gilraymond7",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:15:20,FALSE,NA,"799692484800643072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lovetoshoot243",24202,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:20,FALSE,NA,"799692484297117696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gene70",5728,TRUE,FALSE,NA,NA
"An Arab-American driver was the victim of a racist tirade in #Astoria, with perpetrator citing @realDonaldTrump… https://t.co/sX6VV7PG9S",FALSE,0,NA,2016-11-18 19:15:19,TRUE,NA,"799692482120470528",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AstoriapostNYC",2,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: It's freezing outside, where the hell is ""global warming""??",FALSE,0,NA,2016-11-18 19:15:18,FALSE,NA,"799692477548679168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ivymallard22",11474,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:18,FALSE,NA,"799692476353277952",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ShirleyMaraman",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:17,FALSE,NA,"799692473651994624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bitsinmyblood",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:15:17,FALSE,NA,"799692472196747264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mikesmith102",24202,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:14,FALSE,NA,"799692460146487296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LindaCraig12",5728,TRUE,FALSE,NA,NA
"Actually most Americans pay taxes without complaint. @realDonaldTrump is the outlier https://t.co/r1HPiOzbfP",FALSE,0,NA,2016-11-18 19:15:14,FALSE,NA,"799692458858807297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrHBurstein",0,FALSE,FALSE,NA,NA
"@nytimes @realDonaldTrump @CNN @cnni @BBCWorld",FALSE,0,"nytimes",2016-11-18 19:15:13,FALSE,"799651141969735680","799692453116686336","807095","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","magnifique23",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:12,FALSE,NA,"799692451984343040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","libertyni",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:10,FALSE,NA,"799692443952304132",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingRoccoB",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:10,FALSE,NA,"799692443713228800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FreedTV",5728,TRUE,FALSE,NA,NA
"RT @LouDobbs: Top folks for Trump Admin; @realDonaldTrump considering two former generals for SecDef https://t.co/xSp7QA0PIK via @bpolitics…",FALSE,0,NA,2016-11-18 19:15:10,FALSE,NA,"799692443109228544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alaskanpolarcat",368,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: My transition team, which is working long hours and doing a fantastic job, will be seeing many great candidates today.…",FALSE,0,NA,2016-11-18 19:15:09,FALSE,NA,"799692436259868672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MyPresidentme",20265,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:08,FALSE,NA,"799692432485060608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","auntiejul",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:08,FALSE,NA,"799692432262561792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DebMeinhardt",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:15:07,FALSE,NA,"799692428143783936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NoYourFace",24202,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:06,FALSE,NA,"799692427682516993",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MyPresidentme",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:06,FALSE,NA,"799692424540889089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_smartq10",42571,TRUE,FALSE,NA,NA
"@realDonaldTrump Strom Thurmond rejected your choice for AG because session was racist. STROM. THURMOND. #SMH",FALSE,0,"realDonaldTrump",2016-11-18 19:15:05,FALSE,NA,"799692421122707456","25073877","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SioConnellan",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:04,FALSE,NA,"799692418727571456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eri_mk66",5728,TRUE,FALSE,NA,NA
"RT @LouDobbs: 61M people voted for @realDonaldTrump &amp; his agenda. If House GOP forgot, the correct hashtags are #MakeAmericaGreatAgain #Ame…",FALSE,0,NA,2016-11-18 19:15:04,FALSE,NA,"799692417972568064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RedButler98",1711,TRUE,FALSE,NA,NA
"hey @realDonaldTrump @myronebell i'm dogwalking in a t-shirt. in boston. in november. fuck you both. https://t.co/jswuV8fzI6",FALSE,9,NA,2016-11-18 19:15:04,FALSE,NA,"799692415636488193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brianTburns_",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: I have never seen a thin person drinking  Diet Coke.",FALSE,0,NA,2016-11-18 19:15:03,FALSE,NA,"799692411605839873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tony_salvati",77956,TRUE,FALSE,NA,NA
"@realDonaldTrump Shovel Ready good idea. Build wall around Chicago. Make Raum Emanuel pay for it! Then catch thugs and release into Chicago",FALSE,0,"realDonaldTrump",2016-11-18 19:15:03,FALSE,NA,"799692411165429760","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BlessednFlorida",0,FALSE,FALSE,NA,NA
"RT @ChadHGriffin: Another deeply disturbing appointment by @realDonaldTrump. https://t.co/BhguG5eXDv",FALSE,0,NA,2016-11-18 19:15:02,FALSE,NA,"799692410225885188",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ViPearson",6,TRUE,FALSE,NA,NA
"RT @AARPMA: Tell President-Elect @realDonaldTrump to keep his promise on Medicare! https://t.co/GiF6APfNFL https://t.co/ghxSCgZR2W",FALSE,0,NA,2016-11-18 19:15:02,FALSE,NA,"799692410024579076",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cohenk",3,TRUE,FALSE,NA,NA
"RT @amnesty: Don't let fear win. Demand @realDonaldTrump meet w/ people who have faced religious discrimination #RegisterMeFirst https://t.…",FALSE,0,NA,2016-11-18 19:15:02,FALSE,NA,"799692407738507264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","4n0nc47",199,TRUE,FALSE,NA,NA
"RT @amrightnow: The Real Trump Will Build The Strongest Military In The World https://t.co/j58e8aacrE @realDonaldTrump @DanScavino https://…",FALSE,0,NA,2016-11-18 19:15:01,FALSE,NA,"799692406560063488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krakerm1",4,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:01,FALSE,NA,"799692403871346688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Trumpian76",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:01,FALSE,NA,"799692403565150209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_Little_Joey",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:15:00,FALSE,NA,"799692401707204608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlNew8",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:15:00,FALSE,NA,"799692398536208384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tdotrender",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:14:59,FALSE,NA,"799692397064179712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HannahK78015462",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:14:59,FALSE,NA,"799692394752983040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jessicaneveton",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:14:58,FALSE,NA,"799692391523434496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LamarNDeniseC",5728,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:14:57,FALSE,NA,"799692389812236288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vedamae2013",5728,TRUE,FALSE,NA,NA
"RT @RogerJStoneJr: A soldier in the @realDonaldTrump Revolution reaches out @infowars @RealAlexJones https://t.co/ECwWjl0xJ9",FALSE,0,NA,2016-11-18 19:14:57,FALSE,NA,"799692388805459968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PhilDeCarolis",31,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their…",FALSE,0,NA,2016-11-18 19:14:52,FALSE,NA,"799692366521077760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pattyeb76",24202,TRUE,FALSE,NA,NA
"@realDonaldTrump Ask yourself: Will Jeff Sessions fight corrupt PDs when unarmed victims are shot wrongfully by the police? Even if black?",FALSE,0,"realDonaldTrump",2016-11-18 19:14:50,FALSE,NA,"799692358442975232","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarbaraAResEsq",0,FALSE,FALSE,NA,NA
"RT @realDonaldTrump: It's freezing outside, where the hell is ""global warming""??",FALSE,0,NA,2016-11-18 19:14:50,FALSE,NA,"799692357209915392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CheyFieri",11474,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:14:49,FALSE,NA,"799692356119392257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asiulairam1",5728,TRUE,FALSE,NA,NA
"RT @Jim_Jordan: Congrats 2 my good friend @RepMikePompeo, who @realDonaldTrump chose 2 be CIA director",FALSE,0,NA,2016-11-18 19:14:46,FALSE,NA,"799692340952711168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tony_sanky",26,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant i…",FALSE,0,NA,2016-11-18 19:14:46,FALSE,NA,"799692340860506114",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UNBAKEDPEGGA",42571,TRUE,FALSE,NA,NA
"RT @realDonaldTrump: Tonight at 10 PM ET, 7 PM PT, on @FoxNews, a one hour special on me and my life by @HarveyLevinTMZ. Enjoy!",FALSE,0,NA,2016-11-18 19:14:45,FALSE,NA,"799692336410361856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CeciliaMGardner",5728,TRUE,FALSE,NA,NA
