text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,score
RT @politico: Lobbyists scoff at @realDonaldTrump's five-year ban https://t.co/WE9i1MApFD https://t.co/uNacOA0sfy,FALSE,0,NA,11/18/2016 1:15,FALSE,NA,7.99421E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lindaburnett777,34,TRUE,FALSE,NA,NA,-1
@music4hangovers @Marci_1962 @iMr_x_BeNNeTT @silentnight0615 @StopTrumpBigly @realDonaldTrump Hail thee most Holiest Obama.,FALSE,0,music4hangovers,11/18/2016 1:15,FALSE,7.99414E+17,7.99421E+17,2210675826,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MzVicious1972,0,FALSE,FALSE,NA,NA,1
@EvoletJohnsoGOP @realDonaldTrump https://t.co/243Cd9ZROG,FALSE,0,EvoletJohnsoGOP,11/18/2016 1:15,FALSE,7.75567E+17,7.99421E+17,7.75565E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Daniel7Elmore,0,FALSE,FALSE,NA,NA,0
"Everyone got mad at me days ago for telling truth. Priebus as CoS signaled Ryan stays
@Steve4721076 @realDonaldTrump https://t.co/YP1HcROfEr",FALSE,9,Steve4721076,11/18/2016 1:14,FALSE,7.9942E+17,7.99421E+17,255756500,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NetworksManager,5,FALSE,FALSE,NA,NA,0
RT @MikeKellyPA: A harmful agenda that lived by the pen should also die by the pen. @realDonaldTrump has a mandate to undo every Obama exec…,FALSE,0,NA,11/18/2016 1:14,FALSE,NA,7.99421E+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",LawrenceGOP,13,TRUE,FALSE,NA,NA,-3
RT @politico: Gallup poll: Confidence in @realDonaldTrump grows after election https://t.co/gf3FWTxlYG | Getty https://t.co/D0Hl1Cxw7I,FALSE,0,NA,11/18/2016 1:14,FALSE,NA,7.9942E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",heidiponyrider,114,TRUE,FALSE,NA,NA,1
"RT @DavidCornDC: According to professional factcheckers, @realDonaldTrump told far more lies during the campaign than most pols. Do Not Nor…",FALSE,0,NA,11/18/2016 1:14,FALSE,NA,7.9942E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Natoir1,889,TRUE,FALSE,NA,NA,-2
"Great day at #DefOneSummit. High substance, driven by pointed questions. Showed character of USG leaders pivoting to @realDonaldTrump admin.",FALSE,1,NA,11/18/2016 1:14,FALSE,NA,7.9942E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",markjfedeli,1,FALSE,FALSE,NA,NA,1
RT @politico: President Obama to @realDonaldTrump protesters: Don't be silent https://t.co/3PZ8wfOQC0 | Getty https://t.co/iHnCmaG7Ps,FALSE,0,NA,11/18/2016 1:13,FALSE,NA,7.9942E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joea_va,103,TRUE,FALSE,NA,NA,1
HILLARY ROCKSGLASS CLINTON @realDonaldTrump @SheriffClarke @MediaRival @brunelldonald @GopAaron @Blacks4DTrump… https://t.co/DCtn6vrpSB,FALSE,1,NA,11/18/2016 1:13,TRUE,NA,7.9942E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",randyshort,0,FALSE,FALSE,NA,NA,0
@Eliwarren7 @iMr_x_BeNNeTT @silentnight0615 @StopTrumpBigly @realDonaldTrump A known Anti -Trump supporter  demanding his every detail? Cmon,FALSE,2,Eliwarren7,11/18/2016 1:13,FALSE,7.99417E+17,7.9942E+17,3599059159,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MzVicious1972,0,FALSE,FALSE,NA,NA,2
@puppymnkey Millions. I will register as Muslim. Fuck YOU Trump @realDonaldTrump,FALSE,33,puppymnkey,11/18/2016 1:13,FALSE,7.99417E+17,7.9942E+17,4917092018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",fotoeffex,19,FALSE,FALSE,NA,NA,-2
"RT @Fahrenthold: This fits with our story about Trump's conversations with Bannon: makes @realdonaldtrump suggestible, by letting advisors…",FALSE,0,NA,11/18/2016 1:13,FALSE,NA,7.9942E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",academystreet,874,TRUE,FALSE,NA,NA,0
@abird06 @realDonaldTrump lmfao,FALSE,3,abird06,11/18/2016 1:12,FALSE,7.9942E+17,7.9942E+17,7.80954E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NetworksManager,0,FALSE,FALSE,NA,NA,0
"@Eliwarren7 @iMr_x_BeNNeTT @silentnight0615 @StopTrumpBigly @realDonaldTrump Exactly, Elizabeth.",FALSE,1,Eliwarren7,11/18/2016 1:12,FALSE,7.99417E+17,7.9942E+17,3599059159,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MzVicious1972,0,FALSE,FALSE,NA,NA,0
RT @politico: Lobbyists scoff at @realDonaldTrump's five-year ban https://t.co/WE9i1MApFD https://t.co/uNacOA0sfy,FALSE,0,NA,11/18/2016 1:12,FALSE,NA,7.9942E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amy_duhig,34,TRUE,FALSE,NA,NA,-1
RT @ScottWLovesYou: @SenWarren @realDonaldTrump For what possible productive reason other than boosting your own notoriety? Seriously. WHY,FALSE,0,NA,11/18/2016 1:12,FALSE,NA,7.9942E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Firni,1,TRUE,FALSE,NA,NA,0
RT @MikeKellyPA: President-elect @realDonaldTrump should cancel/undo every Obama executive order on Day One. https://t.co/QWdkGeOCN9 #Drain…,FALSE,0,NA,11/18/2016 1:11,FALSE,NA,7.9942E+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",LawrenceGOP,9,TRUE,FALSE,NA,NA,0
"RT @DavidCornDC: According to professional factcheckers, @realDonaldTrump told far more lies during the campaign than most pols. Do Not Nor…",FALSE,0,NA,11/18/2016 1:11,FALSE,NA,7.9942E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hstcaahs,889,TRUE,FALSE,NA,NA,-2
"@realDonaldTrump @KellyannePolls @mike_pence 
Are you listening?? https://t.co/9LRTKDMyaQ",FALSE,0,realDonaldTrump,11/18/2016 1:11,FALSE,NA,7.9942E+17,25073877,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",texaschicsrock,0,FALSE,FALSE,NA,NA,0
".@SenWarren @realDonaldTrump lady, you're a politician? and you use such dramatic prose? wow where's your @Oscars_Live award? Get over it.",FALSE,0,SenWarren,11/18/2016 1:11,FALSE,7.99383E+17,7.9942E+17,970207298,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RedactedFiles,0,FALSE,FALSE,NA,NA,1
"RT @bakerjmw2016: Dear Mr. President Elect @realDonaldTrump 
I KNOW you won't select Mitt Romney for SoS. How about US Ambassador to Afghan…",FALSE,0,NA,11/18/2016 1:10,FALSE,NA,7.9942E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ellianah316,1,TRUE,FALSE,NA,NA,1
RT @SenatorBoxer: .@realDonaldTrump is exactly right - the candidate with the most votes should win. https://t.co/CG1cvcKbQx,FALSE,0,NA,11/18/2016 1:10,FALSE,NA,7.99419E+17,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",BobBergh,691,TRUE,FALSE,NA,NA,2
RT @mitchellreports: .@HillaryClinton's 1st appearance since her concession &amp; devastating loss as dems try to work w/ @realDonaldTrump @NBC…,FALSE,0,NA,11/18/2016 1:10,FALSE,NA,7.99419E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",utorgersen,5,TRUE,FALSE,NA,NA,-2
RT @wmalnews: #Mexico Pulls Trigger on @realDonaldTrump  ‘Contingency Plan’: https://t.co/ZEZ5BdqnfH https://t.co/F59qiZmnEs,FALSE,0,NA,11/18/2016 1:10,FALSE,NA,7.99419E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TEXASDENNY,2,TRUE,FALSE,NA,NA,0
".@SenWarren @realDonaldTrump lady, what the fuck are you even talking about? are you puffing that peace pipe?",FALSE,0,SenWarren,11/18/2016 1:09,FALSE,7.99315E+17,7.99419E+17,970207298,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RedactedFiles,0,FALSE,FALSE,NA,NA,-2
"1st Reince Priebus, then Paul Ryan+Mitch McConnell now we see Nikki Haley, Ted Cruz, Mitt Romney...#DrainTheSwamp? @realDonaldTrump #DC #NYC",FALSE,84,NA,11/18/2016 1:09,FALSE,NA,7.99419E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NetworksManager,66,FALSE,FALSE,NA,NA,0
"RT @CIOdive: Under @realDonaldTrump's Administration,  #H1B reform seems likely.  https://t.co/ioUeMZoUuo",FALSE,0,NA,11/18/2016 1:09,FALSE,NA,7.99419E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",AngryLatino,0,TRUE,FALSE,NA,NA,1
"Dear Mr. President Elect @realDonaldTrump 
I KNOW you won't select Mitt Romney for SoS. How about US Ambassador to Afghanistan or Iraq?",FALSE,1,NA,11/18/2016 1:08,FALSE,NA,7.99419E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bakerjmw2016,1,FALSE,FALSE,NA,NA,1
"RT @DavidCornDC: According to professional factcheckers, @realDonaldTrump told far more lies during the campaign than most pols. Do Not Nor…",FALSE,0,NA,11/18/2016 1:08,FALSE,NA,7.99419E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rocksNut,889,TRUE,FALSE,NA,NA,-2
.@realDonaldTrump turns down $1.6 in salary as POTUS.  Hillary sold State influence for million$ to Clinton Foundat… https://t.co/HMQQAdPTjX,FALSE,0,NA,11/18/2016 1:08,TRUE,NA,7.99419E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PaulERondeau,0,FALSE,FALSE,NA,NA,-1
"RT @NFIB: What can #smallbiz expect for #taxes from @realDonaldTrump?

https://t.co/9ibq4YnA48",FALSE,0,NA,11/18/2016 1:07,FALSE,NA,7.99419E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ftvoc,21,TRUE,FALSE,NA,NA,1
"RT @NFIB: What can #smallbiz expect for #taxes from @realDonaldTrump?

https://t.co/9ibq4YnA48",FALSE,0,NA,11/18/2016 1:07,FALSE,NA,7.99419E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",karan_soto,21,TRUE,FALSE,NA,NA,1
RT @politico: President Obama to @realDonaldTrump protesters: Don't be silent https://t.co/D1T5yI5zuq | Getty https://t.co/C4X997Ajci,FALSE,0,NA,11/18/2016 1:06,FALSE,NA,7.99419E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BodiesOnTheGear,205,TRUE,FALSE,NA,NA,1
RT @politico: .@realDonaldTrump’s vast web of conflicts: A user’s guide https://t.co/db547Ni5Ei | AP https://t.co/ggigvzWDHi,FALSE,0,NA,11/18/2016 1:06,FALSE,NA,7.99418E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",Sotrue2016,179,TRUE,FALSE,NA,NA,-1
"RT @DavidCornDC: According to professional factcheckers, @realDonaldTrump told far more lies during the campaign than most pols. Do Not Nor…",FALSE,0,NA,11/18/2016 1:06,FALSE,NA,7.99418E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mt4850,889,TRUE,FALSE,NA,NA,-2
RT @politico: Gallup poll: Confidence in @realDonaldTrump grows after election https://t.co/ZkJps7jB4P | Getty https://t.co/MjZkeh6lUk,FALSE,0,NA,11/18/2016 1:05,FALSE,NA,7.99418E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mkkelly70,96,TRUE,FALSE,NA,NA,1
RT @politico: .@tedcruz says @realDonaldTrump's win has sent Democrats into a “bizarre spiral of getting nuttier and nuttier” https://t.co/…,FALSE,0,NA,11/18/2016 1:03,FALSE,NA,7.99418E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IamtheRickster,75,TRUE,FALSE,NA,NA,1
RT @politico: Lobbyists scoff at @realDonaldTrump's five-year ban https://t.co/WE9i1MApFD https://t.co/uNacOA0sfy,FALSE,0,NA,11/18/2016 1:02,FALSE,NA,7.99418E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",charlescollier,34,TRUE,FALSE,NA,NA,-1
RT @politico: Lobbyists scoff at @realDonaldTrump's five-year ban https://t.co/WE9i1MApFD https://t.co/uNacOA0sfy,FALSE,0,NA,11/18/2016 1:02,FALSE,NA,7.99418E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mcassara143,34,TRUE,FALSE,NA,NA,-1
"RT @sr_simone: In America, religious freedom must apply to all, if @realDonaldTrump tries to register Muslims, he must #RegisterMeFirst",FALSE,0,NA,11/18/2016 1:02,FALSE,NA,7.99417E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Anon_LosAngeles,100,TRUE,FALSE,NA,NA,1
RT @politico: Gallup poll: Confidence in @realDonaldTrump grows after election https://t.co/zIWj3uASP7 | Getty https://t.co/KiDH6ByGHF,FALSE,0,NA,11/18/2016 1:02,FALSE,NA,7.99417E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",garoostermon,449,TRUE,FALSE,NA,NA,1
RT @HMNorthey: MT:@realDonaldTrump requiring anyone joining administration to steer clear of lobbying for 5yrs post-departure. https://t.co…,FALSE,0,NA,11/18/2016 1:02,FALSE,NA,7.99417E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SusanSakmar,3,TRUE,FALSE,NA,NA,1
@HillaryClinton 47.9% of popular vote.  @realDonaldTrump 46.8%.  She now leads by 1.4 million votes.  Trump has no mandate!!!,FALSE,0,HillaryClinton,11/18/2016 1:02,FALSE,NA,7.99417E+17,1339835893,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jessied44,0,FALSE,FALSE,NA,NA,4
"RT @jonathanweisman: In other news, @HillaryClinton popular vote lead over @RealDonaldTrump stands at 1,348,395, 1.1 percentage points. htt…",FALSE,0,NA,11/18/2016 1:01,FALSE,NA,7.99417E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fangpusskins,47,TRUE,FALSE,NA,NA,2
"Some light reading over Thanksgiving week.

Perhaps @realDonaldTrump will be doing the same. https://t.co/P77kjALnIr",FALSE,3,NA,11/18/2016 1:01,FALSE,NA,7.99417E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",davelevinthal,0,FALSE,FALSE,NA,NA,-1
@realDonaldTrump @daveweigel @MacMiller pretty presidential tweet there. https://t.co/HhKPN6vpY8,FALSE,0,realDonaldTrump,11/18/2016 1:01,FALSE,3.09346E+17,7.99417E+17,25073877,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SWtolliver,0,FALSE,FALSE,NA,NA,2
"RT @Fahrenthold: This fits with our story about Trump's conversations with Bannon: makes @realdonaldtrump suggestible, by letting advisors…",FALSE,0,NA,11/18/2016 1:01,FALSE,NA,7.99417E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",etiennenne,874,TRUE,FALSE,NA,NA,0
@CNN It seems Donald @realDonaldTrump trying to play smart ass by giving roles to Opposing Republicans to shut them… https://t.co/ml5ipQL9kU,FALSE,0,CNN,11/18/2016 1:01,TRUE,7.99322E+17,7.99417E+17,759251,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1iShahin,0,FALSE,FALSE,NA,NA,1
#Mexico Pulls Trigger on @realDonaldTrump  ‘Contingency Plan’: https://t.co/ZEZ5BdqnfH https://t.co/F59qiZmnEs,FALSE,2,NA,11/18/2016 1:00,FALSE,NA,7.99417E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",wmalnews,2,FALSE,FALSE,NA,NA,0
Fake-news writer: ‘I think @realDonaldTrump is in the White House because of me’ https://t.co/epquOb7SJ4 @Facebook @washingtonpost,FALSE,0,NA,11/18/2016 1:00,FALSE,NA,7.99417E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",richardlevick,0,FALSE,FALSE,NA,NA,0
RT @digiphile: My colleagues at @SunFoundation are dubious about @realDonaldTrump's promises to #DrainTheSwamp in DC: https://t.co/R7WTNO1c…,FALSE,0,NA,11/18/2016 1:00,FALSE,NA,7.99417E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",richardmskinner,5,TRUE,FALSE,NA,NA,0
"San Fran #teachers union lesson plan calls @realDonaldTrump #racist, #sexist @NYDailyNews #Trumpocalypse  https://t.co/nJc8F1r3mg",FALSE,0,NA,11/18/2016 1:00,FALSE,NA,7.99417E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",saroshkhan,0,FALSE,FALSE,NA,NA,-1
"RT @sr_simone: In America, religious freedom must apply to all, if @realDonaldTrump tries to register Muslims, he must #RegisterMeFirst",FALSE,0,NA,11/18/2016 1:00,FALSE,NA,7.99417E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tedski,100,TRUE,FALSE,NA,NA,1
"@JJFan18 He can't. His business is a convoluted mix of debt, criminals, fictitious shell companies.  @realDonaldTrump is a con man.",FALSE,0,JJFan18,11/18/2016 0:59,FALSE,7.9908E+17,7.99417E+17,178063571,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",fotoeffex,0,FALSE,FALSE,NA,NA,-4
@cathymcmorris @mike_pence @realDonaldTrump Swamp monsters.,FALSE,0,cathymcmorris,11/18/2016 0:58,FALSE,7.99268E+17,7.99416E+17,17976923,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WordBlerd,0,FALSE,FALSE,NA,NA,-1
@realDonaldTrump please pick @MittRomney for #SecretaryOfState. Please!!!!!!,FALSE,0,realDonaldTrump,11/18/2016 0:58,FALSE,NA,7.99416E+17,25073877,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meghanlsweeney,0,FALSE,FALSE,NA,NA,0
RT @fotoeffex: @mrJackCalvert @savannastc Hate fills @realDonaldTrump Hate drives his family and supporters,FALSE,0,NA,11/18/2016 0:57,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mrJackCalvert,2,TRUE,FALSE,NA,NA,-2
"@scottbix @RyanLizza @realDonaldTrump @JasonMillerinDC we should all sign up, all 300 million Americans",FALSE,1,scottbix,11/18/2016 0:57,FALSE,7.99413E+17,7.99416E+17,148116121,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GreenCityDC,0,FALSE,FALSE,NA,NA,0
RT @wwwCISorg: How @realDonaldTrump's Plan to Deport Criminal Illegal Aliens Would Work - https://t.co/7HCCTA3OhX,FALSE,0,NA,11/18/2016 0:57,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JohnTurscak,14,TRUE,FALSE,NA,NA,-1
RT @wusa9: See how @realDonaldTrump's meetings are affecting people in &amp; around Trump Tower https://t.co/NAN1OkeGRZ #OffScriptOn9 @brucejoh…,FALSE,0,NA,11/18/2016 0:57,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maritalp,1,TRUE,FALSE,NA,NA,1
"@thehill  He is not smart enough or qualified. Maybe a federal court judge for a few years, but @realDonaldTrump  is not stupid.",FALSE,0,thehill,11/18/2016 0:56,FALSE,7.99415E+17,7.99416E+17,1917731,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Turbothink,0,FALSE,FALSE,NA,NA,-1
"RT @DavidCornDC: According to professional factcheckers, @realDonaldTrump told far more lies during the campaign than most pols. Do Not Nor…",FALSE,0,NA,11/18/2016 0:56,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sexpositive_dem,889,TRUE,FALSE,NA,NA,-2
RT @wwwCISorg: How @realDonaldTrump's Plan to Deport Criminal Illegal Aliens Would Work - https://t.co/7HCCTA3OhX,FALSE,0,NA,11/18/2016 0:55,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ShaneSm64147748,14,TRUE,FALSE,NA,NA,-1
"RT @jbillinson: RT @realDonaldTrump ""Just met with DOPEY Japanese PM Shinzo Abe. He won't tell me where the Pokémon are. Says they're fake!…",FALSE,0,NA,11/18/2016 0:55,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amandazingg,10,TRUE,FALSE,NA,NA,1
RT @politico: Lobbyists scoff at @realDonaldTrump's five-year ban https://t.co/WE9i1MApFD https://t.co/uNacOA0sfy,FALSE,0,NA,11/18/2016 0:55,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LoveForAll24,34,TRUE,FALSE,NA,NA,-1
"RT @Fahrenthold: This fits with our story about Trump's conversations with Bannon: makes @realdonaldtrump suggestible, by letting advisors…",FALSE,0,NA,11/18/2016 0:55,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SliceofLifeVivs,874,TRUE,FALSE,NA,NA,0
RT @RebeccaShabad: Florida Gov. Rick Scott says he doesn't want to take a cabinet position in @realDonaldTrump's administration,FALSE,0,NA,11/18/2016 0:54,FALSE,NA,7.99416E+17,NA,"<a href=""http://tweetli.st/"" rel=""nofollow"">TweetList!</a>",dcjam27,1,TRUE,FALSE,NA,NA,0
RT @JNSmall: .@newtgingrich won't serve in @realDonaldTrump cabinet. Wonder what he's done in the last 4 years that makes him unconfirmable?,FALSE,0,NA,11/18/2016 0:54,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrigidSchulte,7,TRUE,FALSE,NA,NA,1
"RT @DavidCornDC: According to professional factcheckers, @realDonaldTrump told far more lies during the campaign than most pols. Do Not Nor…",FALSE,0,NA,11/18/2016 0:54,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thekratomnun,889,TRUE,FALSE,NA,NA,-2
RT @fotoeffex: @mrJackCalvert @savannastc Hate fills @realDonaldTrump Hate drives his family and supporters,FALSE,0,NA,11/18/2016 0:54,FALSE,NA,7.99416E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",savannastc,2,TRUE,FALSE,NA,NA,-2
"The wimp suddenly thinks he's a hawk? 
Nah, he just wants resulting deaths to be President @realDonaldTrump 's faul… https://t.co/EXRltMHq6w",FALSE,0,NA,11/18/2016 0:54,TRUE,NA,7.99416E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Helen47,0,FALSE,FALSE,NA,NA,1
RT @TuckerCarlson: Would @IngrahamAngle be @realDonaldTrump's White House Press Secretary? –TCT #Tucker @FoxNews https://t.co/gceM0wyjn6,FALSE,0,NA,11/18/2016 0:53,FALSE,NA,7.99415E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",scrapnkel,982,TRUE,FALSE,NA,NA,0
"RT @jonathanweisman: In other news, @HillaryClinton popular vote lead over @RealDonaldTrump stands at 1,348,395, 1.1 percentage points. htt…",FALSE,0,NA,11/18/2016 0:52,FALSE,NA,7.99415E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EnchantedGypsie,47,TRUE,FALSE,NA,NA,2
"RT @politico: . @realDonaldTrump is leaving Trump Tower — for scenic Bedminster, New Jersey https://t.co/1X9RxTiB9U | Getty https://t.co/9Y…",FALSE,0,NA,11/18/2016 0:52,FALSE,NA,7.99415E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mimi_x4,15,TRUE,FALSE,NA,NA,3
RT @politico: Welcome to @realDonaldTrump's new world order https://t.co/umm5UU7SP5 via @nahaltoosi | AP Photo https://t.co/yAYYOWugMC,FALSE,0,NA,11/18/2016 0:52,FALSE,NA,7.99415E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",utorgersen,28,TRUE,FALSE,NA,NA,2
RT @TheJuanWilliams: An appeal to @realDonaldTrump to stop ditching his press pool. Here's why it matters so much - @FoxNews @fxnopinion ht…,FALSE,0,NA,11/18/2016 0:51,FALSE,NA,7.99415E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt41racer,8,TRUE,FALSE,NA,NA,1
RT @politico: Lobbyists scoff at @realDonaldTrump's five-year ban https://t.co/WE9i1MApFD https://t.co/uNacOA0sfy,FALSE,0,NA,11/18/2016 0:51,FALSE,NA,7.99415E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",trumpdumpdaily,34,TRUE,FALSE,NA,NA,-1
RT @politico: Lobbyists scoff at @realDonaldTrump's five-year ban https://t.co/WE9i1MApFD https://t.co/uNacOA0sfy,FALSE,0,NA,11/18/2016 0:50,FALSE,NA,7.99415E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lowtothelcd,34,TRUE,FALSE,NA,NA,-1
"RT @gov: Tonight is the final presidential #debate.

Watch @realDonaldTrump and @HillaryClinton LIVE on Twitter. https://t.co/6N9kG19AQn",FALSE,0,NA,11/18/2016 0:50,FALSE,NA,7.99414E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",Christinegotre3,63,TRUE,FALSE,NA,NA,1
"RT @KailiJoy: Let's remind @realDonaldTrump of this every single day for the next four years, yeah? https://t.co/JQ8WNImrvm",FALSE,0,NA,11/18/2016 0:50,FALSE,NA,7.99414E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MNettiePalmer,172,TRUE,FALSE,NA,NA,0
